cell_id,class,richness,FEve,FDis,RaoQ
50km_00260,Aves,215,0.884940608551541,0.13578582469829,0.0224282422434794
50km_00262,Aves,209,0.885210515125708,0.136913057183728,0.0227796053199501
50km_00263,Aves,205,0.885245553282838,0.136747555765609,0.0226661561230758
50km_00276,Aves,167,0.884004067290515,0.137799523854635,0.0236043990910729
50km_00277,Aves,144,0.888188658625342,0.15599233062031,0.0284896903914171
50km_00278,Aves,144,0.888188658625342,0.15599233062031,0.0284896903914171
50km_00279,Aves,425,0.872026163103192,0.136261474335091,0.0220596429162979
50km_00280,Aves,423,0.873530941440542,0.13617535208455,0.0220022129435306
50km_00281,Aves,406,0.874416135470325,0.135492845404381,0.0217054441079439
50km_00292,Aves,260,0.879820980802729,0.13279024932971,0.0210456365940189
50km_00303,Aves,219,0.883109111896101,0.135989758721688,0.0222811438885782
50km_00313,Aves,191,0.879550906781241,0.13678359809669,0.0230088301384041
50km_00320,Aves,189,0.880208787708677,0.136115961443135,0.022993759377415
50km_00322,Aves,138,0.889943916441829,0.157168628813481,0.0288426880721388
50km_00323,Aves,123,0.882276962132651,0.152024408949164,0.02767700389081
50km_00324,Aves,414,0.874491043790779,0.135902232274822,0.0218511764427022
50km_00325,Aves,408,0.875707853987151,0.133847931543885,0.0209872524702675
50km_00328,Aves,330,0.870632171326098,0.13508000408166,0.0217023154530831
50km_00332,Aves,268,0.871501853734809,0.134176893767525,0.0214467229447614
50km_00339,Aves,237,0.869136497547135,0.132562112716084,0.0212966348882677
50km_00348,Aves,208,0.884920132861692,0.136693402423992,0.0226610660701395
50km_00349,Aves,207,0.887003731937368,0.135234838913097,0.0221898812984352
50km_00351,Aves,189,0.88768126260446,0.135064123187698,0.0223775627501927
50km_00357,Aves,183,0.883865655948365,0.134359253279202,0.0221579294771748
50km_00358,Aves,184,0.884014036376601,0.135135514269612,0.0223624687312338
50km_00362,Aves,196,0.878779375737821,0.137370547427744,0.0233724802831533
50km_00364,Aves,195,0.88208746775573,0.137417578555428,0.0233573859811335
50km_00366,Aves,181,0.881819201999579,0.136794901306579,0.0233404383624608
50km_00367,Aves,410,0.873388683307408,0.134799756743564,0.0214069512617013
50km_00368,Aves,375,0.873088079757221,0.135144026904022,0.0215637250565097
50km_00371,Aves,305,0.874047398406738,0.133511939511925,0.0211041530807284
50km_00372,Aves,291,0.87137706854347,0.131777078687251,0.0205391044246794
50km_00373,Aves,273,0.874243322467762,0.132848283617499,0.0209736220370193
50km_00383,Aves,227,0.874849792778635,0.133740644273688,0.0216391565467038
50km_00392,Aves,193,0.886438788701208,0.135472373713124,0.0224108538690181
50km_00397,Aves,189,0.886436796128221,0.134861462185694,0.0224204643719443
50km_00399,Aves,184,0.883914118082159,0.134286062178285,0.0221304785764707
50km_00408,Aves,185,0.881247634105114,0.136706020353055,0.0233029978670591
50km_00409,Aves,356,0.872405884803045,0.135144517073778,0.0215610532505813
50km_00410,Aves,323,0.873490436726108,0.134283650182711,0.0215890891248684
50km_00414,Aves,278,0.869008671860258,0.134074768097854,0.0216416602979382
50km_00418,Aves,243,0.874932685243974,0.1313984767409,0.0207738454596312
50km_00419,Aves,237,0.873684037366937,0.13111167731464,0.0206971717849129
50km_00427,Aves,215,0.871970290209292,0.134261617498545,0.0219592504777351
50km_00431,Aves,188,0.883654280971015,0.133991916165946,0.0219252512443496
50km_00437,Aves,179,0.886332835809589,0.134297861074926,0.022160735765056
50km_00439,Aves,182,0.886742602140925,0.133783020549459,0.0222200099802818
50km_00449,Aves,195,0.881831031218147,0.138916649068744,0.0238000299075414
50km_00452,Aves,351,0.872945135786188,0.133914477666256,0.021235435902751
50km_00459,Aves,266,0.870705643358872,0.131474299899869,0.021069817373498
50km_00462,Aves,239,0.874343601891812,0.130321047233052,0.0207263702835532
50km_00465,Aves,217,0.872412344202319,0.132886540884918,0.0213252273544736
50km_00467,Aves,217,0.874964722263282,0.134096252837378,0.0218076286455397
50km_00468,Aves,214,0.875907364086317,0.133970519286795,0.0217667573855882
50km_00469,Aves,208,0.877393199816526,0.133928350923366,0.0218248739884578
50km_00486,Aves,184,0.884446028774545,0.134231893347948,0.0222185410941274
50km_00489,Aves,197,0.879482629813954,0.137073176691139,0.023142511764043
50km_00492,Aves,197,0.882238917276908,0.137981037743298,0.0235842440818029
50km_00493,Aves,184,0.883694556758793,0.136612212389627,0.0233540421311503
50km_00495,Aves,339,0.872799908278863,0.13320136484033,0.0210362985178851
50km_00496,Aves,303,0.874900697654964,0.131727541899792,0.0210300902726005
50km_00504,Aves,266,0.872408222247507,0.130588060468142,0.0207929641011441
50km_00510,Aves,209,0.878956530144743,0.132851579340556,0.0212490072760301
50km_00512,Aves,201,0.879805654035677,0.13486249331943,0.0219687994577489
50km_00520,Aves,164,0.885998793474405,0.131578184461744,0.0212919527135828
50km_00531,Aves,198,0.883380309755142,0.137993279415212,0.0233303723256089
50km_00536,Aves,188,0.886165258589489,0.137197767314453,0.0234297315153105
50km_00537,Aves,172,0.884749853237111,0.137132182467389,0.0235062591031966
50km_00539,Aves,385,0.874602043373215,0.140955252191819,0.0234019725795945
50km_00540,Aves,382,0.876856975178371,0.14080957473478,0.023416415950057
50km_00542,Aves,343,0.873989294203856,0.132270342688404,0.0208331665305601
50km_00554,Aves,216,0.873726920946474,0.129517535009807,0.0204013343996928
50km_00555,Aves,210,0.874819907912243,0.129987694660733,0.0206066132058691
50km_00558,Aves,199,0.880772375746127,0.133345263918604,0.0214840516184587
50km_00561,Aves,190,0.882234672033672,0.13155904635446,0.020901262036501
50km_00567,Aves,162,0.885731316539326,0.131585134007541,0.0213286221192841
50km_00569,Aves,140,0.890415373759766,0.134535778552878,0.0221911177602175
50km_00571,Aves,150,0.88695539318294,0.13024332965626,0.021250996167473
50km_00580,Aves,197,0.885306789606493,0.140389889770904,0.0239756725088444
50km_00584,Aves,175,0.888066158471645,0.136174281400581,0.0229272691667576
50km_00590,Aves,402,0.877153346926083,0.136808697108147,0.0219815254584617
50km_00592,Aves,410,0.876277997693464,0.139926243995945,0.02303205521526
50km_00593,Aves,396,0.876757262934822,0.140514326405622,0.0233010331665191
50km_00597,Aves,291,0.874604357984205,0.13150957408105,0.0210779484987388
50km_00600,Aves,268,0.869492895077859,0.12775739785249,0.0200398247909376
50km_00601,Aves,271,0.873842669396559,0.127182404278285,0.0197256478369941
50km_00604,Aves,283,0.873213026990548,0.128628482862291,0.0202356163462232
50km_00605,Aves,284,0.872327634528524,0.131462239687248,0.0211032221452196
50km_00606,Aves,272,0.879278529612364,0.131690956563627,0.0211735309986994
50km_00609,Aves,198,0.877672485618176,0.13094925866037,0.0207738896328906
50km_00618,Aves,177,0.881883691318794,0.129355011407302,0.0203860579615744
50km_00619,Aves,170,0.879493948905489,0.130779567560483,0.0210558417024917
50km_00622,Aves,153,0.883813012108282,0.133344271641884,0.0218225243612958
50km_00624,Aves,141,0.891234079565697,0.135911398475468,0.0225253768021485
50km_00628,Aves,150,0.886705633238613,0.130450406185632,0.0213605484399534
50km_00636,Aves,193,0.887600407773327,0.139845744178794,0.0239281568329614
50km_00637,Aves,186,0.888726566000007,0.137069437416798,0.0232482152830289
50km_00638,Aves,180,0.889663615713798,0.134477304881385,0.0224097850044698
50km_00639,Aves,168,0.888746141703139,0.136565932375192,0.0230195049520402
50km_00652,Aves,309,0.87430907649159,0.134811967477345,0.0213233352410951
50km_00656,Aves,392,0.879571959642047,0.138301357618733,0.0222493655866088
50km_00659,Aves,417,0.877120342745452,0.136659031951813,0.021963795184711
50km_00661,Aves,353,0.878159078329769,0.134784812896707,0.0214038188234387
50km_00663,Aves,315,0.874136401205436,0.132961717265417,0.0212053278618148
50km_00664,Aves,284,0.871813481228139,0.131352746012406,0.0211610457499263
50km_00670,Aves,263,0.867573897183906,0.126751202893457,0.0197298262791574
50km_00675,Aves,262,0.878809577262089,0.130824900455227,0.021051499096522
50km_00684,Aves,184,0.882568704649671,0.131758352217558,0.0209328194184019
50km_00697,Aves,150,0.885000952883552,0.130257459944881,0.0214047939092518
50km_00698,Aves,153,0.88587191125077,0.133425847969119,0.0225277644401095
50km_00700,Aves,149,0.886151660268452,0.134877540872543,0.0229192061482344
50km_00702,Aves,169,0.88381864169547,0.134023641230261,0.0226264278241244
50km_00705,Aves,177,0.889793649547998,0.136750110721417,0.0231135055242518
50km_00706,Aves,173,0.889858722235325,0.135910953679344,0.0228945739244195
50km_00707,Aves,161,0.890278734709118,0.135337019379294,0.0229189431836259
50km_00708,Aves,151,0.890190250371085,0.132697162429559,0.0223943706979802
50km_00722,Aves,224,0.873802287280613,0.128453732947125,0.0202381854038012
50km_00731,Aves,358,0.87953329677601,0.133278568944182,0.020715153854254
50km_00734,Aves,315,0.879111100041121,0.133802737480828,0.0211496446643856
50km_00737,Aves,247,0.872937798478648,0.129599849269577,0.0208288426041342
50km_00740,Aves,234,0.870908833119511,0.125252817633315,0.0195354341504347
50km_00747,Aves,283,0.876312039549185,0.131558928153494,0.0211360734543657
50km_00750,Aves,189,0.871657736176054,0.128989131884333,0.0205283326776769
50km_00751,Aves,183,0.875675393128441,0.128383388162601,0.0203711978136707
50km_00756,Aves,182,0.879718326553175,0.131592768303672,0.0209703253974754
50km_00760,Aves,174,0.883722050918757,0.130953757485954,0.0209769043901199
50km_00764,Aves,134,0.892510342313559,0.13572487469653,0.0222838445155761
50km_00765,Aves,132,0.891653828370624,0.134459924122219,0.0220788922772651
50km_00766,Aves,137,0.886026564991651,0.1300659983434,0.021162031203264
50km_00770,Aves,145,0.886448196033906,0.131726539634184,0.0218228681251569
50km_00775,Aves,158,0.888634698246762,0.131890262872974,0.0223286061417324
50km_00777,Aves,161,0.886119787960761,0.132481047235339,0.0222845742966342
50km_00779,Aves,155,0.888003992955701,0.13202362986423,0.0220110453695154
50km_00780,Aves,149,0.891490063761674,0.132219098077401,0.02201630924967
50km_00781,Aves,142,0.889872423878234,0.133081762868519,0.0223999011336367
50km_00784,Aves,121,0.858882983973519,0.113010854304488,0.0169751559320009
50km_00798,Aves,227,0.872822441503715,0.126996904403324,0.0200465270457419
50km_00802,Aves,212,0.873367600211055,0.123051871416144,0.0191495834504781
50km_00805,Aves,221,0.867711630105756,0.123653164289765,0.0193322709608451
50km_00809,Aves,289,0.873782152061874,0.12974947561973,0.0207695722648237
50km_00811,Aves,210,0.872590241265037,0.130831252061414,0.0212450928385225
50km_00813,Aves,188,0.875264569166275,0.130378984086871,0.0207847577196945
50km_00817,Aves,170,0.882458477795307,0.131087603463075,0.0207353201361041
50km_00820,Aves,178,0.883168001414324,0.132351153270936,0.0210065735187633
50km_00824,Aves,170,0.883045659701923,0.131889270544254,0.0211826512153701
50km_00830,Aves,134,0.884186718180292,0.129786828840802,0.0210706103219229
50km_00834,Aves,143,0.888457518970095,0.132368954870875,0.0219597775500981
50km_00835,Aves,146,0.883254457257445,0.132063176878849,0.0223148587475142
50km_00851,Aves,111,0.854160892586459,0.112329868505298,0.0171496575097841
50km_00854,Aves,108,0.860870259988734,0.107568335324421,0.0157804289943063
50km_00855,Aves,112,0.858901384988436,0.106644743705043,0.0155521179005551
50km_00856,Aves,120,0.860915918419617,0.10888623247039,0.0160175014998299
50km_00869,Aves,199,0.870713246559954,0.123314576212691,0.0192426496886355
50km_00880,Aves,208,0.87362102628463,0.129056488778732,0.0206280246674459
50km_00882,Aves,187,0.87740952361689,0.130634416200924,0.0207997471551275
50km_00894,Aves,147,0.882136424058598,0.13100374425239,0.0207325217983396
50km_00899,Aves,130,0.886493449991061,0.131508672647083,0.0215239470220962
50km_00900,Aves,130,0.888702216286987,0.131926151232485,0.0216046176102533
50km_00907,Aves,154,0.884644914730364,0.133032821889274,0.0225372952783607
50km_00912,Aves,143,0.884501564914686,0.131659969355089,0.0219960703133771
50km_00914,Aves,131,0.884149434018925,0.131656390381264,0.0221208319506584
50km_00921,Aves,106,0.862781192332716,0.104763500564861,0.0150768689070436
50km_00922,Aves,100,0.867680020804436,0.106415061129864,0.0153734773142981
50km_00925,Aves,118,0.866401369556768,0.108631051530724,0.0158223614487464
50km_00929,Aves,119,0.869117400391077,0.112659971153394,0.0167295355805258
50km_00932,Aves,195,0.8660900095049,0.125113716875746,0.0193364056176223
50km_00934,Aves,205,0.86641664099765,0.125047609558469,0.0198626367765786
50km_00944,Aves,209,0.869323330861809,0.122080545583703,0.0192275921330188
50km_00949,Aves,294,0.875900905541272,0.125195734993002,0.019494222444938
50km_00950,Aves,223,0.871581204996565,0.12837686712576,0.0203089344165812
50km_00953,Aves,179,0.879499138800437,0.126611353874433,0.0193445858800469
50km_00967,Aves,125,0.885134951631795,0.13313544215776,0.021804495089536
50km_00971,Aves,134,0.889716568704188,0.130449823527936,0.0211665979786955
50km_00974,Aves,136,0.887861829238974,0.129340778706065,0.0211601476213476
50km_00976,Aves,144,0.887019255482539,0.131460634984396,0.0219794721647741
50km_00979,Aves,144,0.88608749001724,0.133471376580269,0.0226646736966201
50km_00980,Aves,143,0.885546908561795,0.133689803148453,0.02275750851441
50km_00981,Aves,129,0.886925087525208,0.132472889148412,0.0222932795273754
50km_00982,Aves,126,0.887157061836359,0.13017481810695,0.0214758876899774
50km_00984,Aves,116,0.862689668260611,0.110533674637519,0.0164272362064574
50km_00985,Aves,100,0.857724614067419,0.108377620886508,0.0161531396459413
50km_00990,Aves,99,0.864079021478286,0.104632294441421,0.0151534586352055
50km_00996,Aves,105,0.855821191679006,0.106582916161494,0.0155734148763931
50km_00998,Aves,116,0.863154796002026,0.110457495023955,0.0161911624999735
50km_01000,Aves,134,0.865559213735839,0.118280568672694,0.0181242908103516
50km_01001,Aves,152,0.861771126647042,0.122623759987242,0.0189511571559547
50km_01002,Aves,151,0.863170912971963,0.121683619969574,0.0189922830908579
50km_01005,Aves,147,0.8782256773679,0.119401256770137,0.0180668411727469
50km_01007,Aves,158,0.868862663630136,0.118550121663555,0.0183035603698287
50km_01009,Aves,161,0.869207006248457,0.121310382794179,0.0190372479803239
50km_01012,Aves,184,0.87319592072811,0.121285750474783,0.0190513674940786
50km_01013,Aves,198,0.871342425261145,0.122706931899778,0.0195855940732226
50km_01019,Aves,280,0.87570472891847,0.125358584047002,0.019679580352912
50km_01020,Aves,219,0.876321672072529,0.125285896581559,0.0190810105197156
50km_01027,Aves,183,0.884033563166472,0.132241396493909,0.0209125629456911
50km_01031,Aves,176,0.878613957293938,0.132092802263657,0.0210617858422522
50km_01042,Aves,128,0.891734451347875,0.131415285740318,0.0216467112894807
50km_01044,Aves,130,0.883054108862861,0.129771744603702,0.021541026386487
50km_01049,Aves,130,0.884961734536727,0.131231654895239,0.0218806377294634
50km_01051,Aves,121,0.887002411735286,0.129652986480838,0.0215041705295007
50km_01052,Aves,120,0.886573984627066,0.130282504841269,0.0216525739517906
50km_01054,Aves,92,0.850563665151393,0.104424521999136,0.0153671912146619
50km_01056,Aves,86,0.857327767232089,0.103451128424564,0.014932913347725
50km_01057,Aves,78,0.851259269561219,0.104861738865137,0.0151123029864239
50km_01058,Aves,83,0.863639695775565,0.108685498354136,0.0159929529256086
50km_01059,Aves,84,0.859884297732702,0.10644033018853,0.0154875901355452
50km_01060,Aves,86,0.861784248262984,0.108560778297575,0.0160861642118418
50km_01063,Aves,69,0.864651574850967,0.107132618908403,0.0152207426254
50km_01067,Aves,78,0.850221955870495,0.104145477148273,0.0151441062296954
50km_01069,Aves,90,0.861457302440473,0.106575996506275,0.0154514507145416
50km_01071,Aves,120,0.859541719260969,0.117448219374124,0.0183024006647152
50km_01075,Aves,125,0.876607690471708,0.116353087949294,0.0175042360093605
50km_01077,Aves,146,0.875880221940907,0.116716435089605,0.0175963780883564
50km_01079,Aves,150,0.866651099857433,0.120275763714875,0.0189118707728686
50km_01087,Aves,237,0.865526438706701,0.127352317132342,0.0206497363110099
50km_01095,Aves,195,0.881077253035273,0.127826177413809,0.0198324575921071
50km_01100,Aves,179,0.88138871553103,0.133163832430483,0.0212685229596441
50km_01103,Aves,160,0.876171135575381,0.130527177768304,0.0208492264486026
50km_01106,Aves,124,0.877621962153042,0.131631265825126,0.0212925928594501
50km_01107,Aves,117,0.875630330938875,0.132439681023933,0.0215933412632512
50km_01108,Aves,116,0.875245656415574,0.132614658507503,0.0216325347261134
50km_01110,Aves,116,0.877684663246294,0.13324089962707,0.0218096538738039
50km_01120,Aves,125,0.882978971024047,0.131049198679875,0.0218728911776337
50km_01121,Aves,119,0.885996303727703,0.131042462195191,0.0219036834433646
50km_01122,Aves,119,0.8857019624986,0.131425476559086,0.0219442057255226
50km_01124,Aves,165,0.868374483514755,0.120260592249099,0.0190851391603886
50km_01125,Aves,83,0.851248388164879,0.102949058095633,0.0145819485349749
50km_01131,Aves,59,0.874942494466977,0.109491306505858,0.01565315978582
50km_01140,Aves,67,0.840472192386845,0.102076971546742,0.0146152529623137
50km_01141,Aves,75,0.852956711710335,0.105271890497615,0.0154340894896543
50km_01151,Aves,135,0.876218939210586,0.117590308841186,0.018064528791481
50km_01153,Aves,145,0.871451054363618,0.120663935835161,0.0186995966717181
50km_01158,Aves,208,0.867836014244084,0.118921733359456,0.018408349444538
50km_01167,Aves,204,0.883522783022492,0.129383692765827,0.0205190237076361
50km_01179,Aves,114,0.87856009099006,0.132579690659853,0.0216785182421624
50km_01180,Aves,111,0.878328973153322,0.132721783354682,0.0217849425067258
50km_01182,Aves,113,0.872115215014959,0.133239450939361,0.021845955806311
50km_01187,Aves,115,0.879938245109883,0.13055279829576,0.0213231751921557
50km_01193,Aves,119,0.887046110588846,0.131944827698698,0.0220283158495899
50km_01195,Aves,111,0.884883159487618,0.130975391647718,0.0215238760958085
50km_01196,Aves,137,0.86052436510805,0.113016850604604,0.0177145579264388
50km_01197,Aves,81,0.850985498736709,0.102232768341409,0.0142772937810106
50km_01198,Aves,78,0.854632510837707,0.101410239223394,0.0142138647455233
50km_01205,Aves,50,0.878915360252675,0.106944748847281,0.0153162143502348
50km_01206,Aves,51,0.87992466205273,0.106914401752939,0.0152589124273026
50km_01209,Aves,50,0.864215274303657,0.101171590702417,0.0134920987159705
50km_01213,Aves,63,0.844352909337596,0.100176995778502,0.0142858770155947
50km_01218,Aves,91,0.865403078973055,0.106417115146292,0.0158253833410268
50km_01228,Aves,155,0.872045353694584,0.116762930997463,0.0180930549717197
50km_01230,Aves,182,0.875081078944458,0.115102387538735,0.017442550622578
50km_01232,Aves,213,0.871638708814468,0.123965273830532,0.0196255385693961
50km_01234,Aves,247,0.873290825155218,0.125637236938927,0.0199136185164624
50km_01236,Aves,267,0.879877392349147,0.12276649352575,0.018772592114176
50km_01239,Aves,215,0.878874821788852,0.127281460545013,0.0201118696393591
50km_01241,Aves,208,0.88273837204528,0.131407746570836,0.0211494936618655
50km_01243,Aves,194,0.887552635360545,0.130856806317475,0.0210812316461088
50km_01245,Aves,181,0.884982703356652,0.130590531510969,0.0210162448271187
50km_01248,Aves,156,0.878388816895158,0.12936911012159,0.0210666764784288
50km_01252,Aves,113,0.872614510686714,0.131570924151855,0.0213512880911567
50km_01253,Aves,108,0.873256621036747,0.13164868785811,0.0214578877694276
50km_01257,Aves,104,0.881823775942492,0.132726360227471,0.0221149423187654
50km_01262,Aves,108,0.87743374344387,0.129093423578853,0.0208645271468735
50km_01264,Aves,109,0.874875217708302,0.128978739120209,0.0209649540109709
50km_01265,Aves,105,0.873224266094405,0.128543594432368,0.0209802789570452
50km_01268,Aves,103,0.84616633442997,0.10286447927558,0.0149650587504468
50km_01269,Aves,82,0.849477532044037,0.0980511935046106,0.0135207685681482
50km_01270,Aves,76,0.857353651689887,0.103125337283512,0.0145371431825834
50km_01278,Aves,46,0.875629609904119,0.0982603365306816,0.0127477274974568
50km_01281,Aves,46,0.86694646514627,0.0985620977619796,0.0127938316028175
50km_01286,Aves,52,0.845012375643498,0.0894265119730922,0.0112366319935059
50km_01287,Aves,59,0.840081383750788,0.0968827811891366,0.0132429187763604
50km_01299,Aves,132,0.863914086335891,0.112089805421777,0.0171362260187099
50km_01308,Aves,252,0.87689100512766,0.124225623562698,0.0191487239096942
50km_01310,Aves,256,0.883835442997666,0.125220833940318,0.0194227125778961
50km_01311,Aves,242,0.881623997791447,0.125786728625309,0.0196378093337587
50km_01319,Aves,172,0.885481260871762,0.130871383722784,0.0211843780895153
50km_01326,Aves,105,0.874226070352693,0.129438111865485,0.0209390776936004
